JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
DBA,Male,24,88000,Australia,Full time employee,6,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,36,88000,Australia,Full time employee,15,Masters,No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Female,22,88000,Finland,Full time employee,3,None (no degree completed),No,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,21,88000,Germany,Full time employee,1,Bachelors (4 years),Yes,,No,Build scripts & automation tools,"Microsoft SQL Server, Python"
Developer: T-SQL,Male,26,88000,South Africa,Full time employee,8,Bachelors (4 years),Yes,,Yes,Projects,"Microsoft SQL Server, Python"
DBA,Male,21,88000,United States,Full time employee,1,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,23,88000,United States,Full time employee,5,Associates (2 years),No,,No,,"Microsoft SQL Server, Python"
DBA,Female,31,88000,United States,Full time employee,12,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,21,88000,United States,Full time employee,1,Bachelors (4 years),Yes,Federal government,No,,"Microsoft SQL Server, Python"
DBA,Male,21,88000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Female,21,88000,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,21,88000,United States,Full time employee,2,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Architect,Female,22,88000,United States,Full time employee,3,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,22,88000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Female,22,88000,United States,Full time employee,3,Bachelors (4 years),Yes,Local government,No,"Manual tasks, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Female,22,88000,United States,Full time employee,3,Bachelors (4 years),No,,Yes,Manual tasks,"Microsoft SQL Server, Python"
DBA,Female,24,88000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,"Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,24,88000,United States,Full time employee,5,Bachelors (4 years),No,,Yes,"Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,24,88000,United States,Full time employee,6,Bachelors (4 years),Yes,,No,"Manual tasks, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,31,88000,United States,Full time employee,12,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Manager,Male,43,88000,United States,Full time employee,25,Bachelors (4 years),Yes,Non-profit,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,24,88000,United States,Full time employee,3,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,26,88000,United States,Full time employee,5,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,27,88000,United States,Full time employee,7,Masters,Yes,,No,"Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,23,88000,United States,Full time employee,5,None (no degree completed),,,No,"Build scripts & automation tools, Meetings & management, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,25,88000,United States,Full time employee,7,None (no degree completed),,Non-profit,No,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,25,88000,United States,Full time employee,7,None (no degree completed),,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Female,27,87890,United States,Full time employee,6,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,36,87683,Australia,Full time employee,18,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Female,22,87603,United Kingdom,Full time employee,3,Bachelors (4 years),No,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,21,87500,United States,Full time employee,3,Associates (2 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,23,87400,United States,Full time employee,3,Masters,Yes,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Architect,Male,28,87400,United States,Full time employee,8,Masters,No,,Yes,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,87100,United Kingdom,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,87000,Canada,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,87000,Norway,Full time employee,5,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,87000,United States,Full time employee,3,Associates (2 years),Yes,Federal government,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,24,87000,United States,Full time employee,6,Associates (2 years),Yes,Federal government,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,21,87000,United States,Full time employee,2,Bachelors (4 years),Yes,Federal government,No,"Build scripts & automation tools, Projects","Microsoft SQL Server, Python"
DBA,Male,21,87000,United States,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,22,87000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,22,87000,United States,Full time employee,4,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,22,87000,United States,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Manual tasks, Projects","Microsoft SQL Server, Python"
DBA,Male,22,87000,United States,Full time employee,4,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,52,87000,United States,Full time employee,6,Bachelors (4 years),Yes,,Yes,"On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,25,87000,United States,Full time employee,7,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,25,87000,United States,Full time employee,7,Bachelors (4 years),Yes,,Yes,"On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,30,87000,United States,Full time employee,12,Bachelors (4 years),Yes,,No,Build scripts & automation tools,"Microsoft SQL Server, Python"
DBA,Female,31,87000,United States,Full time employee,12,Bachelors (4 years),No,State/province government,Yes,"Build scripts & automation tools, Manual tasks","Microsoft SQL Server, Python"
Data Analyst,Female,24,87000,United States,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, R&D","Microsoft SQL Server, Python"
DBA,Male,25,87000,United States,Full time employee,5,Masters,Yes,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Male,27,87000,United States,Full time employee,9,None (no degree completed),,Federal government,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,19,86888,United Kingdom,Full time employee,1,None (no degree completed),,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,86735,United States,Full time employee,8,Bachelors (4 years),Yes,,No,"Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,24,86700,United States,Full time employee,6,Associates (2 years),No,,Yes,"Build scripts & automation tools, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,86650,United States,Full time employee,3,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, R&D","Microsoft SQL Server, Python"
DBA,Male,23,86600,United States,Full time employee,5,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,23,86500,United States,Full time employee,5,Bachelors (4 years),No,,No,"Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,31,86500,United States,Full time employee,13,Bachelors (4 years),No,Federal government,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
DBA,Male,24,86065,United States,Full time employee,6,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,20,86006,United States,Full time employee,2,None (no degree completed),,,No,"Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,35,86000,Canada,Full time employee,17,None (no degree completed),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,31,86000,South Africa,Full time employee,13,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Manager,Male,21,86000,United Kingdom,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,86000,United Kingdom,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,22,86000,United Kingdom,Full time employee,2,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,21,86000,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,On-call 24/7/365,"Microsoft SQL Server, Python"
DBA,Male,21,86000,United States,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,21,86000,United States,Full time employee,2,Bachelors (4 years),Yes,State/province government,No,"Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,86000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,R&D,"Microsoft SQL Server, Python"
